Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Carbon Performance Alignment,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Edison International,United States of America,USA,Electricity Utilities,No,medium,US2810201077,2829515,01/10/2020,12/08/2020,Below 2 Degrees,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.352,0.176,0.195,0.146,0.113,0.084,0.103,0.104,0.104,0.105,0.106,0.106,0.107,0.107,0.108,0.109,0.109,0.11,0.103,0.095,0.088,0.081,0.073,0.066,0.059,0.051,0.044,0.037,0.029,0.022,0.015,0.007,0.0,,,,,
Edison International,United States of America,USA,Electricity Utilities,No,medium,US2810201077,2829515,01/09/2019,02/08/2019,Below 2 Degrees,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.352,0.176,0.195,0.146,0.113,0.084,0.087,0.09,0.093,0.095,0.098,0.101,0.103,0.106,0.109,0.112,0.114,0.117,,,,,,,,,,,,,,,,,,,,
Edison International,United States of America,USA,Electricity Utilities,No,medium,US2810201077,2829515,01/07/2018,02/07/2018,Below 2 Degrees,2016,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),Edison International has not disclosed a quantitative target to reduce its emissions which TPI can use to estimate future carbon performance.,0.352,0.176,0.195,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edison International,United States of America,USA,Electricity Utilities,No,medium,US2810201077,2829515,01/06/2017,05/05/2017,2 Degrees,2015,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),,0.352,0.176,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Power Development,Japan,JPN,Electricity Utilities,No,large,JP3551200003,B02Q328,01/10/2020,12/08/2020,Not Aligned,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,0.666,0.667,0.672,0.678,0.656,0.635,0.613,0.591,0.569,0.548,0.526,0.504,0.482,0.461,0.439,0.417,,,,,,,,,,,,,,,,,,,,
Electric Power Development,Japan,JPN,Electricity Utilities,No,large,JP3551200003,B02Q328,01/09/2019,02/08/2019,Not Aligned,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,0.666,0.667,0.672,0.652,0.632,0.612,0.591,0.571,0.551,0.531,0.511,0.491,0.471,0.45,0.43,0.41,,,,,,,,,,,,,,,,,,,,
Emera,Canada,CAN,Electricity Utilities,No,small,CA2908761018,2650050,01/10/2020,12/08/2020,Not Aligned,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.728,0.611,0.685,0.667,0.587,0.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ence Energia y Celulosa,Spain,ESP,Paper,No,small,ES0130625512,B1W7BK2,01/02/2021,23/12/2020,Paris Pledges,2019,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,0.367,0.395,0.437,0.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ence Energia y Celulosa,Spain,ESP,Paper,No,small,ES0130625512,B1W7BK2,01/02/2020,20/12/2019,No or unsuitable disclosure,,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ence Energia y Celulosa,Spain,ESP,Paper,No,small,ES0130625512,B1W7BK2,01/11/2018,09/10/2018,No or unsuitable disclosure,,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","Ence Energia y Celulosa has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ence Energia y Celulosa,Spain,ESP,Paper,No,small,ES0130625512,B1W7BK2,01/02/2018,14/02/2018,No or unsuitable disclosure,,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endesa,Spain,ESP,Electricity Utilities,No,large,ES0130670112,5271782,01/10/2020,12/08/2020,Below 2 Degrees,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,0.46,0.461,0.418,0.439,0.418,0.282,0.245,0.209,0.172,0.169,0.165,0.162,0.158,0.155,0.151,0.148,0.144,0.137,0.13,0.122,0.115,0.108,0.101,0.094,0.086,0.079,0.072,0.065,0.058,0.05,0.043,0.036,0.029,0.022,0.014,0.007,
Endesa,Spain,ESP,Electricity Utilities,No,large,ES0130670112,5271782,01/09/2019,02/08/2019,Paris Pledges,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,0.46,0.461,0.418,0.439,0.418,0.382,0.332,0.332,0.329,0.325,0.322,0.319,0.315,0.312,0.309,0.305,0.302,,,,,,,,,,,,,,,,,,,,
Enel,Italy,ITA,Electricity Utilities,Yes,large,IT0003128367,7144569,01/10/2020,12/08/2020,Below 2 Degrees,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,0.403,0.407,0.42,0.406,0.421,0.377,0.303,0.275,0.248,0.22,0.208,0.196,0.184,0.173,0.161,0.149,0.137,0.125,0.119,0.113,0.106,0.1,0.094,0.088,0.081,0.075,0.069,0.063,0.056,0.05,0.044,0.038,0.031,0.025,0.019,0.013,0.006,
Enel,Italy,ITA,Electricity Utilities,Yes,large,IT0003128367,7144569,01/09/2019,12/07/2019,2 Degrees,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.396,0.395,0.409,0.395,0.411,0.369,0.36,0.35,0.345,0.332,0.319,0.307,0.294,0.281,0.268,0.256,0.243,0.23,,,,,,,,,,,,,,,,,,,,
Enel,Italy,ITA,Electricity Utilities,Yes,large,IT0003128367,7144569,01/07/2018,02/07/2018,Below 2 Degrees,2016,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),Enel has set a target to reduce its emissions intensity. TPI has not adjusted this target.,0.378,0.388,0.404,0.388,0.377,0.365,0.354,0.342,0.331,0.319,0.308,0.296,0.285,0.274,0.262,0.251,0.239,0.228,,,,,,,,,,,,,,,,,,,,
Enel,Italy,ITA,Electricity Utilities,Yes,large,IT0003128367,7144569,01/06/2017,05/05/2017,2 Degrees,2015,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),,0.392,0.396,0.41,0.398,0.386,0.373,0.361,0.349,0.337,0.326,0.314,0.302,0.291,0.279,0.267,0.256,0.244,0.233,,,,,,,,,,,,,,,,,,,,
Eneos (Oil & Gas),Japan,JPN,Oil & Gas,Yes,large,JP3386450005,B627LW9,01/10/2020,12/08/2020,Not Aligned,2018,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,,,81.49,81.59,82.15,82.09,82.03,81.97,81.9,81.56,81.21,80.87,80.52,80.17,79.83,79.48,79.14,78.63,78.13,77.63,77.12,76.62,76.11,75.61,75.11,74.6,74.1,,,,,,,,,,
Eneos (Oil & Gas),Japan,JPN,Oil & Gas,Yes,large,JP3386450005,B627LW9,01/09/2019,12/07/2019,Not Aligned,2016,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,83.564,83.494,83.083,82.596,82.109,81.622,81.136,80.649,80.162,79.675,79.188,78.701,78.214,77.727,77.24,76.753,76.266,,,,,,,,,,,,,,,,,,,,
Engie,France,FRA,Electricity Utilities,Yes,large,FR0010208488,B0C2CQ3,01/10/2020,12/08/2020,Paris Pledges,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company's targeted emissions intensity, TPI has assumed that: - The company's regional electricity generation grows according to the regional electricity generation growth rate projected in the IEA's Energy Technology Perspectives model Reference Technology scenario.",0.43,0.434,0.447,0.395,0.363,0.316,0.249,0.243,0.236,0.23,0.224,0.218,0.211,0.205,0.199,0.193,0.186,0.18,0.175,0.171,0.166,0.161,0.156,0.152,0.147,0.142,0.137,0.133,0.128,0.123,0.118,0.114,0.109,0.104,0.099,0.094,0.09,0.085
Engie,France,FRA,Electricity Utilities,Yes,large,FR0010208488,B0C2CQ3,01/09/2019,12/07/2019,Paris Pledges,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: - The company’s regional electricity generation grows according to the regional electricity generation growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",0.43,0.434,0.447,0.395,0.363,0.316,0.335,0.354,0.345,0.336,0.327,0.317,0.308,0.299,0.289,0.28,0.271,0.261,,,,,,,,,,,,,,,,,,,,
Engie,France,FRA,Electricity Utilities,Yes,large,FR0010208488,B0C2CQ3,01/07/2018,02/07/2018,Paris Pledges,2016,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),Engie has set a target to reduce its emissions intensity. TPI has not adjusted this target.,,0.434,0.447,0.395,0.385,0.375,0.365,0.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eni,Italy,ITA,Oil & Gas,Yes,large,IT0003132476,7145056,01/10/2020,12/08/2020,Paris Pledges,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,66.02,65.59,65.36,65.37,65.47,65.15,64.28,63.42,62.56,61.69,60.83,59.96,59.1,58.24,57.37,56.51,55.65,54.34,53.03,51.72,50.41,49.1,47.79,46.48,45.17,43.86,42.55,41.24,39.94,38.63,37.32,36.01,34.7,33.39,32.08,30.77,29.4605376210079
Eni,Italy,ITA,Oil & Gas,Yes,large,IT0003132476,7145056,01/09/2019,12/07/2019,Not Aligned,2018,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,65.493,64.475,64.549,64.958,64.887,64.607,64.326,64.046,63.766,63.486,63.205,62.925,62.645,62.365,62.084,61.804,61.524,,,,,,,,,,,,,,,,,,,,
Entergy,United States of America,USA,Electricity Utilities,No,medium,US29364G1031,2317087,01/10/2020,12/08/2020,Paris Pledges,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: - The company’s regional electricity generation grows according to the regional electricity generation growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",0.26,0.25,0.238,0.263,0.268,0.281,0.268,0.266,0.263,0.261,0.258,0.256,0.253,0.251,0.249,0.246,0.244,0.241,,,,,,,,,,,,,,,,,,,,
Entergy,United States of America,USA,Electricity Utilities,No,medium,US29364G1031,2317087,01/09/2019,02/08/2019,2 Degrees,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: - The company’s regional electricity generation grows according to the regional electricity generation growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",0.26,0.25,0.238,0.263,0.268,0.281,0.29,0.298,0.293,0.287,0.281,0.276,0.27,0.264,0.258,0.253,0.247,0.241,,,,,,,,,,,,,,,,,,,,
Entergy,United States of America,USA,Electricity Utilities,No,medium,US29364G1031,2317087,01/07/2018,02/07/2018,Paris Pledges,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"Entergy has set a target to reduce its absolute emissions.TPI has adjusted this target by assuming that future electricity generation grows at the same rate as the IEA's ""Gross electricity generation"" projections for the region in which the company operates using the ETP (2017) Reference Technology Scenario.",0.263,0.197,0.203,0.179,0.272,0.286,0.301,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entergy,United States of America,USA,Electricity Utilities,No,medium,US29364G1031,2317087,01/06/2017,05/05/2017,2 Degrees,2015,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),,0.26,0.25,0.245,0.25,0.254,0.259,0.263,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equinor,Norway,NOR,Oil & Gas,Yes,large,NO0010096985,7133608,01/10/2020,12/08/2020,Paris Pledges,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company's target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,69.7,69.82,69.74,69.25,69.34,69.07,69.03,68.98,68.94,68.89,68.85,68.81,68.39,67.97,67.55,67.13,66.72,65.71,64.71,63.7,62.7,61.69,60.69,59.68,58.68,57.67,56.67,55.67,54.66,53.66,52.65,51.65,50.64,49.64,48.63,47.63,46.6244715364657
