Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Carbon Performance Alignment,Benchmark ID,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Chalco,China,CHN,Aluminium,No,large,"CNE1000001T8, CNE1000000T0","6425395, B1WLHY0, BP3R4D3",01/02/2019,12/12/2018,No or unsuitable disclosure,Aluminium_01/02/2019,,Carbon intensity (tCO2e / t aluminium),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevron,United States of America,USA,Oil & Gas,Yes,large,US1667641005,2838555,01/11/2021,05/08/2021,Not Aligned,Oil & Gas_01/11/2021,2020,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company's target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,72.77912997,72.78951451,73.33113941,73.23075968,72.99080531,71.76843052,71.39520726,71.25520215,71.11519703,70.97519192,70.83518681,70.6951817,70.55517659,70.41517148,70.27516637,,,,,,,,,,,,,,,,,,,,,,
Chevron,United States of America,USA,Oil & Gas,Yes,large,US1667641005,2838555,01/10/2020,12/08/2020,Not Aligned,Oil & Gas_01/10/2020,2019,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,72.78,72.79,73.33,72.41,72.2,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chevron,United States of America,USA,Oil & Gas,Yes,large,US1667641005,2838555,01/09/2019,12/07/2019,Not Aligned,Oil & Gas_01/09/2019,2017,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,72.72,72.85,73.407,72.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Hongqiao Group,China,CHN,Aluminium,No,medium,KYG211501005,B44ZV94,01/02/2021,23/12/2020,No or unsuitable disclosure,Aluminium_01/02/2021,,Carbon intensity (tCO2e / t aluminium),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Merchants Energy Shipping,China,CHN,Shipping,No,large,CNE000001PQ8,"B1H6P80, BP3R8G4",01/12/2020,23/10/2020,No or unsuitable disclosure,Shipping_01/12/2020,,Carbon intensity (gCO2 / t-km),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China National Building Materials,China,CHN,Cement,No,large,CNE1000002N9,B0Y91C1,01/02/2021,23/12/2020,No or unsuitable disclosure,Cement_01/02/2021,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"The company has not disclosed sufficient current emissions data nor any quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China National Building Materials,China,CHN,Cement,No,large,CNE1000002N9,B0Y91C1,03/02/2020,20/12/2019,No or unsuitable disclosure,Cement_01/02/2020,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"China National Building Materials has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China National Building Materials,China,CHN,Cement,No,large,CNE1000002N9,B0Y91C1,01/09/2018,18/09/2018,No or unsuitable disclosure,Cement_01/09/2018,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"China National Building Materials has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China National Building Materials,China,CHN,Cement,No,large,CNE1000002N9,B0Y91C1,01/09/2017,14/09/2017,No or unsuitable disclosure,Cement_01/11/2017,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Resources Cement,China,CHN,Cement,No,large,KYG2113L1068,B41XC98,01/02/2021,23/12/2020,No or unsuitable disclosure,Cement_01/02/2021,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"The company has not disclosed sufficient current emissions data nor any quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Resources Cement,China,CHN,Cement,No,large,KYG2113L1068,B41XC98,01/02/2020,20/12/2019,Not Aligned,Cement_01/02/2020,2018,Carbon intensity (tonnes of CO2 per tonne of cementitious product),TPI has not made any further assumptions in order to project this companyís Carbon Performance.,,,,0.8615,0.8574,0.8569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Resources Cement,China,CHN,Cement,No,large,KYG2113L1068,B41XC98,01/09/2018,18/09/2018,No or unsuitable disclosure,Cement_01/09/2018,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"China Resources Cement Holdings has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Resources Power,China,CHN,Electricity Utilities,No,large,HK0836012952,6711566,01/11/2021,05/08/2021,Not Aligned,Electricity Utilities_01/11/2021,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,0.78,0.755,0.728,0.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Resources Power,China,CHN,Electricity Utilities,No,large,HK0836012952,6711566,01/10/2020,12/08/2020,Not Aligned,Electricity Utilities_01/10/2020,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,0.78,0.755,0.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Resources Power,China,CHN,Electricity Utilities,No,large,HK0836012952,6711566,01/09/2019,02/08/2019,Not Aligned,Electricity Utilities_01/09/2019,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,0.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Southern,China,CHN,Airlines,No,large,"CNE1000002T6, CNE000001FG0","6013693, 6664972, BP3R6G0",01/12/2020,23/10/2020,Not Aligned,Airlines_01/12/2020,2019,Carbon intensity (gCO2 / RTK),The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,,907.0,901.0,892.0,874.0,837.0,826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Southern,China,CHN,Airlines,No,large,"CNE1000002T6, CNE000001FG0","6013693, 6664972, BP3R6G0",01/12/2019,07/11/2019,Not Aligned,Airlines_01/12/2019,2018,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has no quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,630.0,625.0,620.0,601.0,580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Southern,China,CHN,Airlines,No,large,"CNE1000002T6, CNE000001FG0","6013693, 6664972, BP3R6G0",01/02/2019,04/01/2019,Not Aligned,Airlines_01/02/2019,2017,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has no quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,114.0,112.0,112.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Steel,Taiwan,TWN,Steel,Yes,large,TW0002002003,6190950,01/02/2021,23/12/2020,Not Aligned,Steel_01/02/2021,2019,Carbon intensity (tonnes of CO2 per tonne of steel),"In its CDP 2020 Response, China Steel provides 2030 and 2050 emission reduction targets that correspond to China’s Intended Nationally Determined Contributions (INDC). China Steel has informed TPI that they will be setting a company target once the country’s INDC has been translated into sector-specific targets.",2.412,2.254,2.29,2.32,2.315,2.343,2.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Steel,Taiwan,TWN,Steel,Yes,large,TW0002002003,6190950,01/02/2020,20/12/2019,Not Aligned,Steel_01/02/2020,2018,Carbon intensity (tonnes of CO2 per tonne of steel),"TPI has not made any further assumptions in order to project this companyís historical Carbon Performance. The company has set targets to reduce its absolute emissions. To calculate this companyís targeted emissions intensity, TPI has assumed that: The companyís crude steel production grows according to the global growth rate projected in the IEAís Energy Technology Perspectives model ëReference Technologyí scenario.",2.412,2.254,2.29,2.32,2.315,2.343,2.262455537,2.181911075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Steel,Taiwan,TWN,Steel,Yes,large,TW0002002003,6190950,01/09/2018,18/09/2018,Not Aligned,Steel_01/09/2018,2016,Carbon intensity (tonnes of CO2 per tonne of steel),"China Steel has set targets to reduce its emissions intensity. For this company, TPI has assumed that:
● The absolute emissions target also applies to carbon intensitiy of the company.",2.412,2.254,2.29,2.32,2.305,2.29,2.275,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Steel,Taiwan,TWN,Steel,Yes,large,TW0002002003,6190950,01/09/2017,14/09/2017,Not Aligned,Steel_01/11/2017,2015,Carbon intensity (tonnes of CO2 per tonne of steel),,2.41,2.254,2.291,2.229,2.167,2.105,2.043,1.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Zhongwang,China,CHN,Aluminium,No,medium,KYG215AT1023,B3VZ220,01/02/2021,23/12/2020,No or unsuitable disclosure,Aluminium_01/02/2021,,Carbon intensity (tCO2e / t aluminium),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Zhongwang,China,CHN,Aluminium,No,medium,KYG215AT1023,B3VZ220,01/02/2020,20/12/2019,Not Assessed,Aluminium_01/02/2020,,Carbon intensity (tCO2e / t aluminium),"The company’s activities don't fit the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chubu Electric Power,Japan,JPN,Electricity Utilities,No,large,JP3526600006,6195609,01/11/2021,05/08/2021,Below 2 Degrees,Electricity Utilities_01/11/2021,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity for the year 2019 using a boundary that is inconsistent with TPI’s methodology for this sector. We therefore do not include this year in the assessment. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",,0.469189618,0.466495486,0.488944359,0.484594367,0.473090896,0.458965342,0.444839788,0.430714234,0.416588679,0.402463125,0.388337571,0.374212017,0.360086463,0.345960908,0.331835354,0.3177098,0.303584246,0.288405034,0.273225821,0.258046609,0.242867397,0.227688184,0.212508972,0.19732976,0.182150548,0.166971335,0.151792123,0.136612911,0.121433698,0.106254486,0.091075274,0.075896061,0.060716849,0.045537637,0.030358425,0.015179212,0.0
Chubu Electric Power,Japan,JPN,Electricity Utilities,No,large,JP3526600006,6195609,01/10/2020,12/08/2020,Not Aligned,Electricity Utilities_01/10/2020,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses a target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.507,0.469,0.466,0.489,0.485,0.473,0.464,0.456,0.447,0.439,0.43,0.422,0.413,0.404,0.396,0.387,0.379,0.37,,,,,,,,,,,,,,,,,,,,
Chubu Electric Power,Japan,JPN,Electricity Utilities,No,large,JP3526600006,6195609,01/09/2019,02/08/2019,Paris Pledges,Electricity Utilities_01/09/2019,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses a target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.507,0.489,0.492,0.498,0.477,0.468,0.46,0.452,0.444,0.436,0.428,0.419,0.411,0.403,0.395,0.387,0.379,0.37,,,,,,,,,,,,,,,,,,,,
Chubu Electric Power,Japan,JPN,Electricity Utilities,No,large,JP3526600006,6195609,01/07/2018,02/07/2018,Paris Pledges,Electricity Utilities_01/07/2018,2016,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"Chubu Electric Power has set a target to reduce its emissions intensity. TPI has adjusted this target by assuming that:
● The historic ratio of electricity sold to electricity produced applies in the future",0.507,0.489,0.492,0.498,0.489,0.48,0.471,0.462,0.453,0.444,0.434,0.425,0.416,0.407,0.398,0.389,0.38,0.371,,,,,,,,,,,,,,,,,,,,
Chugoku,Japan,JPN,Electricity Utilities,No,medium,JP3522200009,6195900,01/11/2021,05/08/2021,Not Aligned,Electricity Utilities_01/11/2021,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,,,,0.5755477,0.580294518,0.559265066,0.538235614,0.517206162,0.496176711,0.475147259,0.454117807,0.433088355,0.412058904,0.391029452,0.37,,,,,,,,,,,,,,,,,,,,,
Chugoku,Japan,JPN,Electricity Utilities,No,medium,JP3522200009,6195900,01/10/2020,12/08/2020,Not Aligned,Electricity Utilities_01/10/2020,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions to allow TPI to verify the carbon intensities, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,,0.576,0.559,0.542,0.525,0.507,0.49,0.473,0.456,0.439,0.422,0.404,0.387,0.37,,,,,,,,,,,,,,,,,,,,
Chugoku,Japan,JPN,Electricity Utilities,No,medium,JP3522200009,6195900,01/09/2019,02/08/2019,No or unsuitable disclosure,Electricity Utilities_01/09/2019,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions to allow TPI to verify the carbon intensities, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commercial Metals,United States of America,USA,Steel,No,small,US2017231034,2213260,01/02/2021,23/12/2020,No or unsuitable disclosure,Steel_01/02/2021,,Carbon intensity (tonnes of CO2 per tonne of steel),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
